formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C14H25NO14S	[M - H]-	C14H24NO14S-	Amino acids and Peptides	0.999	Amino acid glycosides	1.000	Glucosinolates	0.998	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.999	Monosaccharides	0.989	Alkylglucosinolates	0.998	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Glucosinolates; Organic sulfuric acids and derivatives; Thioacetals; Hexoses; Monosaccharides; Secondary alcohols; Oxanes; Glycosyl compounds; Monothioacetals; Thioglycosides; Polyols; Sulfenyl compounds; Alkylglucosinolates; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	462.093	565	9.423	736165417881324418	736164193249206724	3536	
1	C14H24FNO13S	[M - H]-	C14H23FNO13S-	Amino acids and Peptides	0.998	Amino acid glycosides	1.000	Glucosinolates	0.999	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.999	Monosaccharides	0.995	Alkylglucosinolates	0.998	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Glucosinolates; Organic sulfuric acids and derivatives; Thioacetals; Hexoses; Monosaccharides; Secondary alcohols; Oxanes; Glycosyl compounds; Monothioacetals; Thioglycosides; Polyols; Sulfenyl compounds; Alkylglucosinolates; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	464.087	566	9.426	736165462856861418	736164193664442855	3537	
1	C24H22ClN3O7S	[M - H]-	C24H21ClN3O7S-	Alkaloids	0.651	Tryptophan alkaloids	0.522	Carboline alkaloids	0.021	Organic acids and derivatives	0.996	Carboxylic acids and derivatives	0.832	Amino acids, peptides, and analogues	0.547	Amino acids and derivatives	0.551	Amino acids and derivatives	0.551	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Imidazoles; Pyrroles; Alkyl aryl ethers; Benzoic acids and derivatives; Piperidines; Indoles and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Amino acids and derivatives; Organic carbonic acids and derivatives; Aryl chlorides; Sulfonyls; Organochlorides; Carbonyl compounds; Indolecarboxylic acids and derivatives; Indolecarboxamides and derivatives; Substituted pyrroles; Benzene and substituted derivatives; Substituted imidazoles; N-substituted imidazoles; Phenol ethers; Benzenoids; Indoles; Aryl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	530.080	566	9.426	736165433073098750	736164201205802107	3539	
1	C16H33ClN4O3S2	[M - H]-	C16H32ClN4O3S2-	Alkaloids	0.487	Oligopeptides	0.015	Cyclamides	0.002	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.971	Amino acids, peptides, and analogues	0.794	Amino acids and derivatives	0.794	Amino acids and derivatives	0.794	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Thiazoles; Thiophenes; Piperidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Aryl chlorides; Carboxylic acid derivatives; Sulfonyls; Organochlorides; Organosulfonamides; Tertiary carboxylic acid amides; Trialkylamines; Amines; Tertiary amines; Aryl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; 2-heteroaryl carboxamides; Chemical entities	427.160	566	9.428	736165451288967317	736164187859525609	3538	
1	C13H20F2N4O4SSe	[M - H]-	C13H19F2N4O4SSe-	Alkaloids	0.281	Histidine alkaloids	0.066	Menthane monoterpenoids	0.186	Organoheterocyclic compounds	0.998	Azoles	0.940					Azoles	0.940	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organohalogen compounds; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Organometallic compounds; Alkyl fluorides; Sulfonyls; Organometalloid compounds; Organofluorides; Trialkylamines; Amines; Organoselenium compounds; Alkyl halides; Aminosulfonyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	439.033	569	9.476	736165460466107220	736164190103478444	3541	
1	C16H19NO7Se	[M - H]-	C16H18NO7Se-	Amino acids and Peptides	0.640	Small peptides	0.143	Aminoacids	0.015	Organic acids and derivatives	0.966	Carboxylic acids and derivatives	0.957	Amino acids, peptides, and analogues	0.593	Amino acids and derivatives	0.594	Amino acids and derivatives	0.594	Organic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Organometallic compounds; Carboxylic acid derivatives; Carboxylic acid esters; Organometalloid compounds; Carbonyl compounds; Benzene and substituted derivatives; Selenoethers; Benzenoids; Organoselenium compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	410.030	569	9.476	736165461325939867	736164185267445512	3543	
1	C13H27ClN2O2S2	[M - H]-	C13H26ClN2O2S2-	Alkaloids	0.454	Pseudoalkaloids (transamidation)	0.053	Quinolizidine alkaloids	0.003	Organoheterocyclic compounds	0.999	Thiophenes	0.937	2,3,5-trisubstituted thiophenes	0.503			2,3,5-trisubstituted thiophenes	0.503	Organic compounds; Organoheterocyclic compounds; Thiophenes; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Aryl chlorides; Organochlorides; Trialkylamines; Amines; Tertiary amines; Aryl halides; 2,3,5-trisubstituted thiophenes; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	341.113	569	9.477	736165482691731686	736164177138883650	3542	
1	C4H6O5	[M - H]-	C4H5O5-	Fatty acids	0.984	Fatty Acids and Conjugates	0.981	Hydroxy fatty acids	0.767	Organic acids and derivatives	0.997	Hydroxy acids and derivatives	0.983	Beta hydroxy acids and derivatives	0.969			Beta hydroxy acids and derivatives	0.969	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Short-chain hydroxy acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Hydroxy acids and derivatives; Carboxylic acids; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Organic anions; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	133.014	569	9.479	736165454392753441	736164136705790190	3544	
1	C16H20O8	[M - H]-	C16H19O8-	Shikimates and Phenylpropanoids	0.342	Phenolic acids (C6-C1)	0.420	Depsides and depsidones	0.302	Benzenoids	0.458	Benzene and substituted derivatives	0.572	Benzoic acids and derivatives	0.495	Hydroxybenzoic acid derivatives	0.723	Salicylic acid and derivatives	0.749	Organic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Hydroxy acids and derivatives; Salicylic acid and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	339.108	569	9.480	736165440111143072	736164176669121562	3557	
1	C13H18N2O10	[M - H]-	C13H17N2O10-	Carbohydrates	0.445	Nucleosides	0.464	Pyrimidine nucleosides	0.274	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.996	Amino acids, peptides, and analogues	0.876	Amino acids and derivatives	0.876	Aspartic acid and derivatives	0.925	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organic carbonic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Monosaccharides; Carbonyl compounds; Tricarboxylic acids and derivatives; Glycosylamines; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Aspartic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	361.090	569	9.480	736165428828461386	736164179374447882	3548	
1	C14H32N4O6S3	[M - H]-	C14H31N4O6S3-	Amino acids and Peptides	0.975	β-lactams	0.188	Cyclamides	0.033	Organoheterocyclic compounds	0.997	Azoles	0.937					Azoles	0.937	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Thioethers; Carboxylic acid esters; Carbonyl compounds; Sulfenyl compounds; Dialkylthioethers; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	447.140	570	9.504	736165465121786555	736164191735062845	3550	
1	C19H39ClN4O3S2	[M - H]-	C19H38ClN4O3S2-	Alkaloids	0.511	Tryptophan alkaloids	0.011	Carboline alkaloids	0.006	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.937	Amino acids, peptides, and analogues	0.832	Amino acids and derivatives	0.832	Amino acids and derivatives	0.832	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Thiazoles; Thiophenes; Piperidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Aryl chlorides; Carboxylic acid derivatives; Sulfonyls; Organochlorides; Organosulfonamides; Tertiary carboxylic acid amides; Trialkylamines; Benzenoids; Amines; Tertiary amines; Aryl halides; Aminosulfonyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; 2-heteroaryl carboxamides; Chemical entities	469.207	573	9.551	736165463297263579	736164194390057512	3552	
1	C12H28N2O3P2S	[M - H]-	C12H27N2O3P2S-	Alkaloids	0.204	Small peptides	0.007	Imidazole alkaloids	0.004	Organic acids and derivatives	0.975	Organic dithiophosphoric acids and derivatives	0.487	Dithiophosphate O-esters	0.515			Dithiophosphate O-esters	0.515	Organic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organophosphorus compounds; Organothiophosphorus compounds; Organic oxides; Hydrocarbon derivatives; Dithiophosphate O-esters; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	341.124	575	9.589	736165459023266089	736164177247935564	3558	
1	C16H28Cl2F2N2O4	[M - H]-	C16H27Cl2F2N2O4-	Alkaloids	0.894	Ornithine alkaloids	0.063	Pyrrole alkaloids	0.010	Organic acids and derivatives	0.994	Carboxylic acids and derivatives	0.973	Amino acids, peptides, and analogues	0.841	Amino acids and derivatives	0.841	Amino acids and derivatives	0.841	Organic compounds; Amino acids, peptides, and analogues; Halobenzenes; Alkyl aryl ethers; Benzoic acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Amino acids and derivatives; Organic carbonic acids and derivatives; Aryl chlorides; Aryl fluorides; Carboxylic acid derivatives; Chlorobenzenes; Fluorobenzenes; Carboxylic acid esters; Organochlorides; Organofluorides; Carbonyl compounds; Trialkylamines; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Tertiary amines; Dichlorobenzenes; Aryl halides; Halobenzoic acids and derivatives; 2-halobenzoic acids and derivatives; 3-halobenzoic acids and derivatives; Vinylogous halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	419.132	603	10.049	736165469278343316	736164186680926085	3565	
1	C17H22N4O6Se	[M - H]-	C17H21N4O6Se-	Alkaloids	0.124	Small peptides	0.223	Tripeptides	0.074	Organic acids and derivatives	0.997	Carboxylic acids and derivatives	0.984	Amino acids, peptides, and analogues	0.894	Amino acids and derivatives	0.891	Carbamate esters	0.521	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Carbamic acids and derivatives; Organooxygen compounds; Amino acids and derivatives; Organometallic compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carbamate esters; Organometalloid compounds; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organoselenium compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	451.070	603	10.049	736165448952738960	736164192339042676	3566	
1	C19H25NO8Se	[M - H]-	C19H24NO8Se-	Terpenoids	0.513	Monoterpenoids	0.070	Menthane monoterpenoids	0.020	Benzenoids	0.991	Benzene and substituted derivatives	0.956					Benzene and substituted derivatives	0.956	Organic compounds; Organoheterocyclic compounds; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Organometallic compounds; Carboxylic acid derivatives; Carboxylic acid esters; Organometalloid compounds; Carbonyl compounds; Benzene and substituted derivatives; Selenoethers; Benzenoids; Organoselenium compounds; Selenoxides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	468.072	603	10.049	736165460034093749	736164194117427727	3567	
1	C20H25NO9Se	[M - H]-	C20H24NO9Se-	Terpenoids	0.616	Monoterpenoids	0.040	Tripeptides	0.023	Benzenoids	0.991	Benzene and substituted derivatives	0.942					Benzene and substituted derivatives	0.942	Organic compounds; Organoheterocyclic compounds; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organometallic compounds; Carboxylic acid derivatives; Carboxylic acid esters; Organometalloid compounds; Carbonyl compounds; Benzene and substituted derivatives; Selenoethers; Benzenoids; Organoselenium compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	496.067	603	10.049	736165461476934893	736164198102016867	3568	
1	C18H24O7	[M - H]-	C18H23O7-	Terpenoids	0.871	Sesquiterpenoids	0.761	Trichothecane sesquiterpenoids	0.159	Lipids and lipid-like molecules	0.824	Fatty Acyls	0.563	Fatty acid esters	0.551			Fatty acid esters	0.551	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Carboxylic acid esters; Tertiary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	351.145	603	10.050	736165424466383811	736164178330066091	3569	
1	C14H20O3	[M - H]-	C14H19O3-	Fatty acids	0.983	Octadecanoids	0.967	Jasmonic acids	0.526	Lipids and lipid-like molecules	0.852	Fatty Acyls	0.651	Lineolic acids and derivatives	0.732	Jasmonic acids	0.799	Jasmonic acids	0.799	Organic compounds; Lipids and lipid-like molecules; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Lineolic acids and derivatives; Jasmonic acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Cyclic ketones; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	235.134	606	10.092	736165442220878608	736164157304018449	3570	
1	C14H28N2O3P2S	[M - H]-	C14H27N2O3P2S-	Alkaloids	0.186	Monoterpenoids	0.006	Menthane monoterpenoids	0.002	Organoheterocyclic compounds	0.555	Azacyclic compounds	0.555					Azacyclic compounds	0.555	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organophosphorus compounds; Organothiophosphorus compounds; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	365.124	617	10.289	736165433303785580	736164179856792882	3577	
1	C15H27NO14S	[M - H]-	C15H26NO14S-	Amino acids and Peptides	0.998	Amino acid glycosides	1.000	Glucosinolates	0.985	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.999	Monosaccharides	0.965	Alkylglucosinolates	0.989	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Glucosinolates; Organic sulfuric acids and derivatives; Thioacetals; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; Monothioacetals; Thioglycosides; O-glycosyl compounds; Polyols; Sulfenyl compounds; Sulfuric acid esters; Alkyl sulfates; Alkylglucosinolates; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	476.108	618	10.307	736165435388355388	736164195266667128	3578	
1	C15H26FNO13S	[M - H]-	C15H25FNO13S-	Amino acids and Peptides	0.995	Amino acid glycosides	1.000	Glucosinolates	0.995	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.998	Monosaccharides	0.985	Alkylglucosinolates	0.991	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Glucosinolates; Organic sulfuric acids and derivatives; Thioacetals; Hexoses; Monosaccharides; Secondary alcohols; Oxanes; Glycosyl compounds; Monothioacetals; Thioglycosides; Polyols; Sulfenyl compounds; Alkylglucosinolates; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	478.103	619	10.309	736165452853443272	736164195866452655	3580	
1	C22H27NO11S2	[M - H]-	C22H26NO11S2-	Amino acids and Peptides	0.998	Amino acid glycosides	1.000	Glucosinolates	0.999	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.993	Monosaccharides	0.994	Alkylglucosinolates	0.997	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Benzoyl derivatives; Organooxygen compounds; Glucosinolates; Organic sulfuric acids and derivatives; Monocarboxylic acids and derivatives; Thioacetals; Carboxylic acid esters; Benzoic acid esters; Hexoses; Monosaccharides; Secondary alcohols; Oxanes; Glycosyl compounds; Monothioacetals; Thioglycosides; Benzene and substituted derivatives; Polyols; Benzenoids; Sulfenyl compounds; Alkylglucosinolates; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	544.096	619	10.309	736165468359790421	736164202103383243	3581	
1	C20H19Cl3N6O8	[M - H]-	C20H18Cl3N6O8-	Carbohydrates	0.481	Nucleosides	0.051	Purine nucleosides	0.065	Benzenoids	0.991	Phenol ethers	0.739					Phenol ethers	0.739	Organic compounds; Organoheterocyclic compounds; Halobenzenes; Imidazoles; Alkyl aryl ethers; Alcohols and polyols; Ethers; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Organic carbonic acids and derivatives; Azoles; Ureas; Aryl chlorides; Chlorobenzenes; Organochlorides; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Polyols; Substituted imidazoles; N-substituted imidazoles; Phenol ethers; Benzenoids; Aryl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	575.025	619	10.310	736165435254137583	736164205127476677	3582	
1	C17H28FN3O4Se	[M - H]-	C17H27FN3O4Se-	Alkaloids	0.199	Ornithine alkaloids	0.028	Pyrimidine nucleosides	0.031	Organic acids and derivatives	0.968	Carboxylic acids and derivatives	0.893	Amino acids, peptides, and analogues	0.827	Amino acids and derivatives	0.826	Carbamate esters	0.918	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Halobenzenes; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Carbamic acids and derivatives; Organooxygen compounds; Amino acids and derivatives; Organometallic compounds; Aryl fluorides; Fluorobenzenes; Carbamate esters; Organometalloid compounds; Organofluorides; Carbonyl compounds; Benzene and substituted derivatives; Selenoethers; Benzenoids; Organoselenium compounds; Selenoxides; Aryl halides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	430.120	621	10.358	736165485304784024	736164188362842134	3583	
1	C16H24N3O6	[M - H]-	C16H23N3O6-	Alkaloids	0.978	Anthranilic acid alkaloids	0.318	Benzodiazepine alkaloids	0.010	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.993	Amino acids, peptides, and analogues	0.630	Amino acids and derivatives	0.634	Amino acids and derivatives	0.634	Organic compounds; Amino acids, peptides, and analogues; Alkyl aryl ethers; Anisoles; Benzoic acids and derivatives; Benzamides; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Methoxyanilines; Dimethoxybenzenes; Methoxybenzenes; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	353.160	656	10.938	736165433219899455	736164178824994008	3594	
1	C24H44ClN3O5S2	[M - H]-	C24H43ClN3O5S2-	Alkaloids	0.675	Tryptophan alkaloids	0.016	Carboline alkaloids	0.007	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.995	Amino acids, peptides, and analogues	0.955	Amino acids and derivatives	0.955	Alpha amino acids and derivatives	0.632	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Thiophenes; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Aryl chlorides; Carboxylic acid derivatives; Sulfonyls; Organochlorides; Organosulfonamides; Tertiary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Benzenoids; Amines; Tertiary amines; Aryl halides; Tetrahydroisoquinolines; Aminosulfonyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	552.235	683	11.385	736165461036532778	736164203634304323	3608	
1	C17H28N10O4	[M - H]-	C17H27N10O4-	Alkaloids	0.561	Pseudoalkaloids (transamidation)	0.543	Purine alkaloids	0.426	Organoheterocyclic compounds	1.000	Imidazopyrimidines	0.969	Purines and purine derivatives	0.981	Xanthines	0.860	Xanthines	0.860	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Lactams; Purines and purine derivatives; Xanthines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Pyrimidones; Organooxygen compounds; Organic carbonic acids and derivatives; Azoles; Carboxylic acid amides; Ureas; Purinones; Carboxylic acid derivatives; Diazines; 6-oxopurines; Secondary carboxylic acid amides; Imidazopyrimidines; Carbonyl compounds; Substituted imidazoles; N-substituted imidazoles; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	435.223	706	11.766	736165445182058025	736164189340115056	3620	
1	C20H26O6	[M - H]-	C20H25O6-	Polyketides	0.100	Diarylheptanoids	0.701	Linear diarylheptanoids	0.375	Benzenoids	0.951	Phenols	0.966	Methoxyphenols	0.985	Gingerols	0.925	Gingerols	0.925	Organic compounds; Lipids and lipid-like molecules; Ketones; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Methoxyphenols; Ethers; Organooxygen compounds; Fatty alcohols; Secondary alcohols; Gingerols; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Beta-hydroxy ketones; Fatty Acyls; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	361.163	730	12.165	736165420477599399	736164179508665620	3629	
1	C12H19N3O	[M - H]-	C12H18N3O-	Alkaloids	0.998	Pseudoalkaloids (transamidation)	0.177	Pyridine alkaloids	0.171	Organic oxygen compounds	0.999	Organooxygen compounds	0.999	Ethers	0.791	Alkyl aryl ethers	0.861	Alkyl aryl ethers	0.861	Organic compounds; Organoheterocyclic compounds; Imidazoles; Pyridines and derivatives; Alkyl aryl ethers; Ethers; Organonitrogen compounds; Organooxygen compounds; Amines; Primary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	220.146	730	12.166	736165452459178565	736164153881466125	3630	
